# Intensity Error [H,0,0] DeltaE
#  shape: 140x100
1.145712e-05 6.614788e-06 4.574998e+00 9.725000e+01
3.790077e-06 3.790077e-06 4.574998e+00 9.775000e+01
7.432893e-06 5.255908e-06 4.574998e+00 9.825000e+01
2.550032e-05 9.638271e-06 4.574998e+00 9.875000e+01
1.419666e-05 7.098390e-06 4.574998e+00 9.925000e+01
1.732236e-05 7.746940e-06 4.574998e+00 9.975000e+01
4.784768e-05 1.808577e-05 4.624998e+00 5.025000e+01
7.458929e-05 2.249043e-05 4.624998e+00 5.075000e+01
4.037822e-05 1.648518e-05 4.624998e+00 5.125000e+01
1.345406e-05 9.514212e-06 4.624998e+00 5.175000e+01
4.017448e-05 1.640186e-05 4.624998e+00 5.225000e+01
4.594819e-05 1.736765e-05 4.624998e+00 5.275000e+01
3.258809e-05 1.457481e-05 4.624998e+00 5.325000e+01
2.583817e-05 1.291915e-05 4.624998e+00 5.375000e+01
1.893409e-05 1.093191e-05 4.624998e+00 5.425000e+01
4.332857e-05 1.637725e-05 4.624998e+00 5.475000e+01
3.652201e-05 1.491050e-05 4.624998e+00 5.525000e+01
3.560734e-05 1.453750e-05 4.624998e+00 5.575000e+01
4.082395e-05 1.543090e-05 4.624998e+00 5.625000e+01
3.447638e-05 1.407537e-05 4.624998e+00 5.675000e+01
5.097328e-05 1.699147e-05 4.624998e+00 5.725000e+01
4.482704e-05 1.584971e-05 4.624998e+00 5.775000e+01
3.332618e-05 1.360602e-05 4.624998e+00 5.825000e+01
2.225803e-05 1.112916e-05 4.624998e+00 5.875000e+01
2.789740e-05 1.247667e-05 4.624998e+00 5.925000e+01
2.215466e-05 1.107787e-05 4.624998e+00 5.975000e+01
5.560522e-05 1.758496e-05 4.624998e+00 6.025000e+01
5.009718e-05 1.669979e-05 4.624998e+00 6.075000e+01
2.764194e-05 1.236223e-05 4.624998e+00 6.125000e+01
2.807338e-05 1.255490e-05 4.624998e+00 6.175000e+01
6.126772e-05 1.847364e-05 4.624998e+00 6.225000e+01
2.788944e-05 1.247263e-05 4.624998e+00 6.275000e+01
3.338008e-05 1.362740e-05 4.624998e+00 6.325000e+01
5.394047e-06 5.394047e-06 4.624998e+00 6.375000e+01
1.610647e-05 9.299322e-06 4.624998e+00 6.425000e+01
1.565643e-05 9.039823e-06 4.624998e+00 6.475000e+01
2.055095e-05 1.027591e-05 4.624998e+00 6.525000e+01
3.015453e-05 1.231074e-05 4.624998e+00 6.575000e+01
1.973856e-05 9.869368e-06 4.624998e+00 6.625000e+01
2.870463e-05 1.171908e-05 4.624998e+00 6.675000e+01
1.876775e-05 9.384138e-06 4.624998e+00 6.725000e+01
3.230886e-05 1.221190e-05 4.624998e+00 6.775000e+01
1.785369e-05 8.927196e-06 4.624998e+00 6.825000e+01
2.641424e-05 1.078373e-05 4.624998e+00 6.875000e+01
1.707738e-05 8.538785e-06 4.624998e+00 6.925000e+01
2.070312e-05 9.258925e-06 4.624998e+00 6.975000e+01
1.636803e-05 8.184114e-06 4.624998e+00 7.025000e+01
2.057207e-05 9.200238e-06 4.624998e+00 7.075000e+01
2.900547e-05 1.096333e-05 4.624998e+00 7.125000e+01
2.475274e-05 1.010565e-05 4.624998e+00 7.175000e+01
8.251186e-06 5.834470e-06 4.624998e+00 7.225000e+01
4.705583e-05 1.358415e-05 4.624998e+00 7.275000e+01
1.109126e-05 6.403627e-06 4.624998e+00 7.325000e+01
2.771015e-05 9.797208e-06 4.624998e+00 7.375000e+01
1.785347e-05 7.288896e-06 4.624998e+00 7.425000e+01
1.991273e-05 7.526385e-06 4.624998e+00 7.475000e+01
1.691214e-05 6.904389e-06 4.624998e+00 7.525000e+01
3.811334e-05 1.018641e-05 4.624998e+00 7.575000e+01
2.942429e-05 8.871881e-06 4.624998e+00 7.625000e+01
2.645640e-05 8.366347e-06 4.624998e+00 7.675000e+01
3.928642e-05 1.014391e-05 4.624998e+00 7.725000e+01
1.810183e-05 6.842036e-06 4.624998e+00 7.775000e+01
3.398773e-05 9.083767e-06 4.624998e+00 7.825000e+01
1.920387e-05 6.789715e-06 4.624998e+00 7.875000e+01
3.098515e-05 8.593919e-06 4.624998e+00 7.925000e+01
1.224557e-05 5.476520e-06 4.624998e+00 7.975000e+01
2.027530e-05 7.168516e-06 4.624998e+00 8.025000e+01
2.449455e-05 7.745923e-06 4.624998e+00 8.075000e+01
2.444510e-05 7.730304e-06 4.624998e+00 8.125000e+01
2.437613e-05 7.708497e-06 4.624998e+00 8.175000e+01
3.894665e-05 9.736730e-06 4.624998e+00 8.225000e+01
3.191986e-05 8.853103e-06 4.624998e+00 8.275000e+01
2.177029e-05 7.256816e-06 4.624998e+00 8.325000e+01
3.258726e-05 9.038238e-06 4.624998e+00 8.375000e+01
2.278865e-05 7.596318e-06 4.624998e+00 8.425000e+01
3.766314e-05 9.724726e-06 4.624998e+00 8.475000e+01
3.034074e-05 8.758729e-06 4.624998e+00 8.525000e+01
1.873399e-05 7.080829e-06 4.624998e+00 8.575000e+01
2.750020e-05 8.696490e-06 4.624998e+00 8.625000e+01
2.728845e-05 8.629407e-06 4.624998e+00 8.675000e+01
3.133901e-05 9.449184e-06 4.624998e+00 8.725000e+01
2.164251e-05 8.180168e-06 4.624998e+00 8.775000e+01
1.831953e-05 7.478993e-06 4.624998e+00 8.825000e+01
2.607803e-05 9.220070e-06 4.624998e+00 8.875000e+01
1.435068e-05 7.175459e-06 4.624998e+00 8.925000e+01
1.096970e-05 6.333368e-06 4.624998e+00 8.975000e+01
2.741652e-05 1.036251e-05 4.624998e+00 9.025000e+01
1.666460e-05 8.332423e-06 4.624998e+00 9.075000e+01
4.277004e-06 4.277005e-06 4.624998e+00 9.125000e+01
4.433075e-06 4.433075e-06 4.624998e+00 9.175000e+01
8.794329e-06 6.218536e-06 4.624998e+00 9.225000e+01
1.306436e-05 7.542777e-06 4.624998e+00 9.275000e+01
1.297068e-05 7.488754e-06 4.624998e+00 9.325000e+01
8.495250e-06 6.007053e-06 4.624998e+00 9.375000e+01
1.700661e-05 8.503399e-06 4.624998e+00 9.425000e+01
1.689158e-05 8.445844e-06 4.624998e+00 9.475000e+01
1.664907e-05 8.324620e-06 4.624998e+00 9.525000e+01
2.486959e-05 1.015301e-05 4.624998e+00 9.575000e+01
2.033649e-05 9.094956e-06 4.624998e+00 9.625000e+01
1.605110e-05 8.025605e-06 4.624998e+00 9.675000e+01
1.595992e-05 7.979972e-06 4.624998e+00 9.725000e+01
1.186600e-05 6.850873e-06 4.624998e+00 9.775000e+01
1.555188e-05 7.775955e-06 4.624998e+00 9.825000e+01
1.145424e-05 6.613170e-06 4.624998e+00 9.875000e+01
3.735006e-06 3.735006e-06 4.624998e+00 9.925000e+01
7.302939e-06 5.163961e-06 4.624998e+00 9.975000e+01
0.000000e+00 0.000000e+00 4.674998e+00 5.025000e+01
4.127288e-05 1.845822e-05 4.674998e+00 5.075000e+01
4.752609e-05 1.940289e-05 4.674998e+00 5.125000e+01
3.790915e-05 1.695418e-05 4.674998e+00 5.175000e+01
4.397588e-05 1.795345e-05 4.674998e+00 5.225000e+01
4.915048e-05 1.857747e-05 4.674998e+00 5.275000e+01
4.737700e-05 1.790766e-05 4.674998e+00 5.325000e+01
2.598140e-05 1.299089e-05 4.674998e+00 5.375000e+01
1.248155e-05 8.825791e-06 4.674998e+00 5.425000e+01
4.870981e-05 1.722194e-05 4.674998e+00 5.475000e+01
2.379246e-05 1.189690e-05 4.674998e+00 5.525000e+01
5.221336e-05 1.740517e-05 4.674998e+00 5.575000e+01
3.379587e-05 1.379743e-05 4.674998e+00 5.625000e+01
3.313047e-05 1.352576e-05 4.674998e+00 5.675000e+01
4.908438e-05 1.636198e-05 4.674998e+00 5.725000e+01
1.618727e-05 9.346054e-06 4.674998e+00 5.775000e+01
5.359498e-05 1.694875e-05 4.674998e+00 5.825000e+01
6.977418e-05 1.935254e-05 4.674998e+00 5.875000e+01
3.774017e-05 1.426507e-05 4.674998e+00 5.925000e+01
5.946325e-05 1.792953e-05 4.674998e+00 5.975000e+01
2.180415e-05 1.090221e-05 4.674998e+00 6.025000e+01
3.871621e-05 1.463388e-05 4.674998e+00 6.075000e+01
5.498064e-05 1.738676e-05 4.674998e+00 6.125000e+01
8.620168e-05 2.155131e-05 4.674998e+00 6.175000e+01
2.660436e-05 1.189807e-05 4.674998e+00 6.225000e+01
2.084957e-05 1.042492e-05 4.674998e+00 6.275000e+01
3.152307e-05 1.286935e-05 4.674998e+00 6.325000e+01
2.624693e-05 1.173802e-05 4.674998e+00 6.375000e+01
5.284607e-05 1.671220e-05 4.674998e+00 6.425000e+01
2.649002e-05 1.184708e-05 4.674998e+00 6.475000e+01
3.208851e-05 1.310039e-05 4.674998e+00 6.525000e+01
3.811770e-05 1.440739e-05 4.674998e+00 6.575000e+01
2.204130e-05 1.102104e-05 4.674998e+00 6.625000e+01
2.204276e-05 1.102152e-05 4.674998e+00 6.675000e+01
2.802475e-05 1.253325e-05 4.674998e+00 6.725000e+01
1.721640e-05 9.939900e-06 4.674998e+00 6.775000e+01
1.171828e-05 8.286178e-06 4.674998e+00 6.825000e+01
1.320405e-05 9.336708e-06 4.674998e+00 6.875000e+01
1.741993e-05 1.231815e-05 4.674998e+00 6.925000e+01
2.598580e-05 1.500297e-05 4.674998e+00 6.975000e+01
2.510665e-05 1.449534e-05 4.674998e+00 7.025000e+01
1.598309e-05 1.130175e-05 4.674998e+00 7.075000e+01
2.254136e-05 1.301472e-05 4.674998e+00 7.125000e+01
2.142237e-05 1.236827e-05 4.674998e+00 7.175000e+01
3.433798e-05 1.535668e-05 4.674998e+00 7.225000e+01
1.967038e-05 1.135701e-05 4.674998e+00 7.275000e+01
6.358381e-06 6.358381e-06 4.674998e+00 7.325000e+01
2.492918e-05 1.246476e-05 4.674998e+00 7.375000e+01
4.225479e-05 1.597118e-05 4.674998e+00 7.425000e+01
2.883746e-05 1.289668e-05 4.674998e+00 7.475000e+01
3.302007e-05 1.348059e-05 4.674998e+00 7.525000e+01
3.138391e-05 1.281284e-05 4.674998e+00 7.575000e+01
4.869478e-06 4.869478e-06 4.674998e+00 7.625000e+01
2.359226e-05 1.055091e-05 4.674998e+00 7.675000e+01
2.221832e-05 9.936405e-06 4.674998e+00 7.725000e+01
2.017408e-05 9.022395e-06 4.674998e+00 7.775000e+01
1.159260e-05 6.693155e-06 4.674998e+00 7.825000e+01
0.000000e+00 0.000000e+00 4.674998e+00 7.875000e+01
2.778827e-05 9.824815e-06 4.674998e+00 7.925000e+01
1.552759e-05 6.944312e-06 4.674998e+00 7.975000e+01
2.562372e-05 8.541425e-06 4.674998e+00 8.025000e+01
2.709019e-05 8.566800e-06 4.674998e+00 8.075000e+01
2.070097e-05 7.318989e-06 4.674998e+00 8.125000e+01
2.048421e-05 7.242368e-06 4.674998e+00 8.175000e+01
2.265204e-05 7.550826e-06 4.674998e+00 8.225000e+01
2.723127e-05 8.210643e-06 4.674998e+00 8.275000e+01
3.462859e-05 9.255056e-06 4.674998e+00 8.325000e+01
3.670293e-05 9.476859e-06 4.674998e+00 8.375000e+01
2.278973e-05 7.596624e-06 4.674998e+00 8.425000e+01
2.756802e-05 8.312162e-06 4.674998e+00 8.475000e+01
2.890131e-05 8.714254e-06 4.674998e+00 8.525000e+01
2.623858e-05 8.297489e-06 4.674998e+00 8.575000e+01
2.132616e-05 7.540029e-06 4.674998e+00 8.625000e+01
2.995532e-05 9.031970e-06 4.674998e+00 8.675000e+01
2.929388e-05 9.263659e-06 4.674998e+00 8.725000e+01
3.237297e-05 9.760861e-06 4.674998e+00 8.775000e+01
2.108949e-05 7.971230e-06 4.674998e+00 8.825000e+01
2.283149e-05 8.629561e-06 4.674998e+00 8.875000e+01
3.424588e-06 3.424588e-06 4.674998e+00 8.925000e+01
2.146351e-05 8.762498e-06 4.674998e+00 8.975000e+01
2.332259e-05 9.521491e-06 4.674998e+00 9.025000e+01
1.612224e-05 8.061198e-06 4.674998e+00 9.075000e+01
2.529767e-05 1.032792e-05 4.674998e+00 9.125000e+01
1.777430e-05 8.887258e-06 4.674998e+00 9.175000e+01
4.447773e-06 4.447773e-06 4.674998e+00 9.225000e+01
4.514186e-06 4.514187e-06 4.674998e+00 9.275000e+01
8.839418e-06 6.250431e-06 4.674998e+00 9.325000e+01
1.314209e-05 7.587671e-06 4.674998e+00 9.375000e+01
1.736534e-05 8.682775e-06 4.674998e+00 9.425000e+01
8.606130e-06 6.085472e-06 4.674998e+00 9.475000e+01
1.713145e-05 8.565778e-06 4.674998e+00 9.525000e+01
8.453460e-06 5.977524e-06 4.674998e+00 9.575000e+01
4.205157e-06 4.205156e-06 4.674998e+00 9.625000e+01
2.516455e-05 1.027347e-05 4.674998e+00 9.675000e+01
8.229726e-06 5.819295e-06 4.674998e+00 9.725000e+01
8.069961e-06 5.706345e-06 4.674998e+00 9.775000e+01
2.003825e-05 8.961421e-06 4.674998e+00 9.825000e+01
7.916703e-06 5.598095e-06 4.674998e+00 9.875000e+01
1.169907e-05 6.754479e-06 4.674998e+00 9.925000e+01
7.634135e-06 5.398181e-06 4.674998e+00 9.975000e+01
3.079121e-05 1.539616e-05 4.724998e+00 5.025000e+01
3.681746e-05 1.646547e-05 4.724998e+00 5.075000e+01
4.248265e-05 1.734376e-05 4.724998e+00 5.125000e+01
5.447288e-05 1.925955e-05 4.724998e+00 5.175000e+01
5.234940e-05 1.850875e-05 4.724998e+00 5.225000e+01
3.791797e-05 1.548006e-05 4.724998e+00 5.275000e+01
2.381330e-05 1.190683e-05 4.724998e+00 5.325000e+01
4.007763e-05 1.514826e-05 4.724998e+00 5.375000e+01
3.287820e-05 1.342265e-05 4.724998e+00 5.425000e+01
3.713771e-05 1.403703e-05 4.724998e+00 5.475000e+01
2.568250e-05 1.148595e-05 4.724998e+00 5.525000e+01
4.490426e-05 1.496823e-05 4.724998e+00 5.575000e+01
2.422406e-05 1.083353e-05 4.724998e+00 5.625000e+01
3.729378e-05 1.318587e-05 4.724998e+00 5.675000e+01
5.447834e-05 1.572687e-05 4.724998e+00 5.725000e+01
6.179453e-05 1.651574e-05 4.724998e+00 5.775000e+01
7.377314e-05 1.789355e-05 4.724998e+00 5.825000e+01
3.889453e-05 1.296499e-05 4.724998e+00 5.875000e+01
4.671697e-05 1.408626e-05 4.724998e+00 5.925000e+01
3.800128e-05 1.266721e-05 4.724998e+00 5.975000e+01
8.253550e-05 1.845593e-05 4.724998e+00 6.025000e+01
5.279365e-05 1.464278e-05 4.724998e+00 6.075000e+01
6.947577e-05 1.685100e-05 4.724998e+00 6.125000e+01
1.112997e-04 2.142031e-05 4.724998e+00 6.175000e+01
6.660859e-05 1.665289e-05 4.724998e+00 6.225000e+01
5.488680e-05 1.522315e-05 4.724998e+00 6.275000e+01
4.229612e-05 1.337592e-05 4.724998e+00 6.325000e+01
2.578585e-05 1.052723e-05 4.724998e+00 6.375000e+01
2.188451e-05 9.787051e-06 4.724998e+00 6.425000e+01
4.546786e-05 1.437845e-05 4.724998e+00 6.475000e+01
2.291323e-05 1.024732e-05 4.724998e+00 6.525000e+01
1.348231e-05 7.784165e-06 4.724998e+00 6.575000e+01
3.916934e-05 1.305703e-05 4.724998e+00 6.625000e+01
2.583903e-05 1.054878e-05 4.724998e+00 6.675000e+01
2.906914e-05 1.098775e-05 4.724998e+00 6.725000e+01
1.622215e-05 8.111091e-06 4.724998e+00 6.775000e+01
5.461326e-05 1.459625e-05 4.724998e+00 6.825000e+01
3.585772e-05 1.133958e-05 4.724998e+00 6.875000e+01
2.521013e-05 8.913511e-06 4.724998e+00 6.925000e+01
1.250674e-05 6.253537e-06 4.724998e+00 6.975000e+01
1.592908e-05 7.123946e-06 4.724998e+00 7.025000e+01
3.240845e-05 1.024880e-05 4.724998e+00 7.075000e+01
2.703757e-05 9.559455e-06 4.724998e+00 7.125000e+01
3.003813e-05 1.062023e-05 4.724998e+00 7.175000e+01
4.007149e-05 1.335738e-05 4.724998e+00 7.225000e+01
4.620103e-05 1.461042e-05 4.724998e+00 7.275000e+01
2.312019e-05 1.033990e-05 4.724998e+00 7.325000e+01
2.284350e-05 1.021623e-05 4.724998e+00 7.375000e+01
9.082737e-06 6.422711e-06 4.724998e+00 7.425000e+01
1.795668e-05 8.978559e-06 4.724998e+00 7.475000e+01
1.791113e-05 8.955600e-06 4.724998e+00 7.525000e+01
2.794642e-05 1.140923e-05 4.724998e+00 7.575000e+01
9.853736e-06 6.967833e-06 4.724998e+00 7.625000e+01
3.277834e-05 1.338216e-05 4.724998e+00 7.675000e+01
2.129569e-05 1.229564e-05 4.724998e+00 7.725000e+01
1.450908e-05 1.025950e-05 4.724998e+00 7.775000e+01
2.856185e-05 1.428095e-05 4.724998e+00 7.825000e+01
2.175485e-05 1.256042e-05 4.724998e+00 7.875000e+01
1.391740e-05 9.841090e-06 4.724998e+00 7.925000e+01
2.620354e-05 1.310203e-05 4.724998e+00 7.975000e+01
2.468242e-05 1.234128e-05 4.724998e+00 8.025000e+01
2.320794e-05 1.160399e-05 4.724998e+00 8.075000e+01
2.202234e-05 1.101117e-05 4.724998e+00 8.125000e+01
2.466840e-05 1.103220e-05 4.724998e+00 8.175000e+01
1.763762e-05 8.818833e-06 4.724998e+00 8.225000e+01
1.171413e-05 6.763241e-06 4.724998e+00 8.275000e+01
4.756684e-05 1.319288e-05 4.724998e+00 8.325000e+01
3.019105e-05 1.006390e-05 4.724998e+00 8.375000e+01
2.414688e-05 8.537263e-06 4.724998e+00 8.425000e+01
2.292522e-05 8.105376e-06 4.724998e+00 8.475000e+01
4.063116e-05 1.049106e-05 4.724998e+00 8.525000e+01
2.688843e-05 8.502963e-06 4.724998e+00 8.575000e+01
2.124758e-05 7.512256e-06 4.724998e+00 8.625000e+01
2.798840e-05 8.850804e-06 4.724998e+00 8.675000e+01
3.074849e-05 9.271080e-06 4.724998e+00 8.725000e+01
1.164788e-05 5.824008e-06 4.724998e+00 8.775000e+01
2.120805e-05 8.016010e-06 4.724998e+00 8.825000e+01
3.533685e-05 1.065456e-05 4.724998e+00 8.875000e+01
9.795022e-06 5.655210e-06 4.724998e+00 8.925000e+01
3.161531e-05 1.053858e-05 4.724998e+00 8.975000e+01
1.530207e-05 7.651250e-06 4.724998e+00 9.025000e+01
1.580150e-05 7.900761e-06 4.724998e+00 9.075000e+01
1.676712e-05 8.383619e-06 4.724998e+00 9.125000e+01
1.758435e-05 8.792207e-06 4.724998e+00 9.175000e+01
1.348829e-05 7.787539e-06 4.724998e+00 9.225000e+01
1.367542e-05 7.895702e-06 4.724998e+00 9.275000e+01
1.802505e-05 9.012580e-06 4.724998e+00 9.325000e+01
8.943655e-06 6.324120e-06 4.724998e+00 9.375000e+01
4.056507e-05 1.352183e-05 4.724998e+00 9.425000e+01
1.770413e-05 8.852262e-06 4.724998e+00 9.475000e+01
1.770274e-05 8.851398e-06 4.724998e+00 9.525000e+01
8.684232e-06 6.140685e-06 4.724998e+00 9.575000e+01
4.300966e-06 4.300966e-06 4.724998e+00 9.625000e+01
2.564670e-05 1.047027e-05 4.724998e+00 9.675000e+01
1.267396e-05 7.317333e-06 4.724998e+00 9.725000e+01
8.353425e-06 5.906772e-06 4.724998e+00 9.775000e+01
8.366343e-06 5.915899e-06 4.724998e+00 9.825000e+01
4.093627e-06 4.093627e-06 4.724998e+00 9.875000e+01
1.619273e-05 8.096422e-06 4.724998e+00 9.925000e+01
7.906885e-06 5.591101e-06 4.724998e+00 9.975000e+01
5.327143e-05 1.775752e-05 4.774998e+00 5.025000e+01
8.481424e-05 2.189994e-05 4.774998e+00 5.075000e+01
4.893185e-05 1.631097e-05 4.774998e+00 5.125000e+01
5.253576e-05 1.661369e-05 4.774998e+00 5.175000e+01
5.616483e-05 1.693468e-05 4.774998e+00 5.225000e+01
5.407860e-05 1.630574e-05 4.774998e+00 5.275000e+01
5.178426e-05 1.561387e-05 4.774998e+00 5.325000e+01
6.319779e-05 1.689065e-05 4.774998e+00 5.375000e+01
3.914489e-05 1.304848e-05 4.774998e+00 5.425000e+01
5.046376e-05 1.456809e-05 4.774998e+00 5.475000e+01
1.638850e-05 8.194407e-06 4.774998e+00 5.525000e+01
4.764694e-05 1.375496e-05 4.774998e+00 5.575000e+01
5.815907e-05 1.501699e-05 4.774998e+00 5.625000e+01
3.778310e-05 1.194835e-05 4.774998e+00 5.675000e+01
6.693360e-05 1.577681e-05 4.774998e+00 5.725000e+01
5.111394e-05 1.366103e-05 4.774998e+00 5.775000e+01
7.601141e-05 1.658741e-05 4.774998e+00 5.825000e+01
6.858725e-05 1.573558e-05 4.774998e+00 5.875000e+01
7.252622e-05 1.621773e-05 4.774998e+00 5.925000e+01
3.965697e-05 1.195748e-05 4.774998e+00 5.975000e+01
8.310313e-05 1.732852e-05 4.774998e+00 6.025000e+01
5.414641e-05 1.398093e-05 4.774998e+00 6.075000e+01
8.316080e-05 1.734068e-05 4.774998e+00 6.125000e+01
6.871011e-05 1.576357e-05 4.774998e+00 6.175000e+01
5.781699e-05 1.445457e-05 4.774998e+00 6.225000e+01
6.140053e-05 1.489222e-05 4.774998e+00 6.275000e+01
4.686187e-05 1.299745e-05 4.774998e+00 6.325000e+01
3.217322e-05 1.072464e-05 4.774998e+00 6.375000e+01
3.878360e-05 1.169397e-05 4.774998e+00 6.425000e+01
1.019940e-05 5.888736e-06 4.774998e+00 6.475000e+01
2.036386e-05 8.313632e-06 4.774998e+00 6.525000e+01
3.440888e-05 1.088141e-05 4.774998e+00 6.575000e+01
4.207969e-05 1.214756e-05 4.774998e+00 6.625000e+01
2.500810e-05 9.452448e-06 4.774998e+00 6.675000e+01
2.573727e-05 9.727940e-06 4.774998e+00 6.725000e+01
4.930639e-05 1.367546e-05 4.774998e+00 6.775000e+01
3.986607e-05 1.260714e-05 4.774998e+00 6.825000e+01
3.104738e-05 1.173485e-05 4.774998e+00 6.875000e+01
1.343693e-05 7.757863e-06 4.774998e+00 6.925000e+01
1.775361e-05 8.876918e-06 4.774998e+00 6.975000e+01
4.328549e-05 1.368846e-05 4.774998e+00 7.025000e+01
4.222297e-05 1.335235e-05 4.774998e+00 7.075000e+01
2.033245e-05 9.093088e-06 4.774998e+00 7.125000e+01
3.290862e-05 1.096987e-05 4.774998e+00 7.175000e+01
3.183394e-05 1.006703e-05 4.774998e+00 7.225000e+01
3.789385e-05 1.093917e-05 4.774998e+00 7.275000e+01
1.588543e-05 7.104415e-06 4.774998e+00 7.325000e+01
2.938388e-05 9.794995e-06 4.774998e+00 7.375000e+01
2.103881e-05 8.589258e-06 4.774998e+00 7.425000e+01
1.625136e-05 8.125793e-06 4.774998e+00 7.475000e+01
4.614636e-05 1.459282e-05 4.774998e+00 7.525000e+01
2.234106e-05 9.991441e-06 4.774998e+00 7.575000e+01
4.150404e-06 4.150404e-06 4.774998e+00 7.625000e+01
1.882191e-05 8.417416e-06 4.774998e+00 7.675000e+01
1.889973e-05 7.715943e-06 4.774998e+00 7.725000e+01
2.494338e-05 8.818953e-06 4.774998e+00 7.775000e+01
2.824007e-05 9.413569e-06 4.774998e+00 7.825000e+01
2.221261e-05 8.395854e-06 4.774998e+00 7.875000e+01
2.490004e-05 9.411576e-06 4.774998e+00 7.925000e+01
1.989243e-05 8.896317e-06 4.774998e+00 7.975000e+01
2.488786e-05 1.016066e-05 4.774998e+00 8.025000e+01
2.647868e-05 1.081002e-05 4.774998e+00 8.075000e+01
1.393776e-05 8.046984e-06 4.774998e+00 8.125000e+01
2.416482e-05 1.080692e-05 4.774998e+00 8.175000e+01
2.083888e-05 1.041965e-05 4.774998e+00 8.225000e+01
4.365008e-05 1.649849e-05 4.774998e+00 8.275000e+01
1.952053e-05 1.127022e-05 4.774998e+00 8.325000e+01
1.351659e-05 9.558172e-06 4.774998e+00 8.375000e+01
2.807418e-05 1.403736e-05 4.774998e+00 8.425000e+01
4.649249e-05 1.757265e-05 4.774998e+00 8.475000e+01
3.053023e-05 1.365359e-05 4.774998e+00 8.525000e+01
1.651556e-05 9.535277e-06 4.774998e+00 8.575000e+01
2.440515e-05 1.091447e-05 4.774998e+00 8.625000e+01
3.379486e-05 1.194858e-05 4.774998e+00 8.675000e+01
3.124476e-05 1.104698e-05 4.774998e+00 8.725000e+01
2.853911e-05 1.009018e-05 4.774998e+00 8.775000e+01
1.707970e-05 7.638398e-06 4.774998e+00 8.825000e+01
1.947290e-05 7.949821e-06 4.774998e+00 8.875000e+01
1.944458e-05 7.938465e-06 4.774998e+00 8.925000e+01
1.766302e-05 7.899302e-06 4.774998e+00 8.975000e+01
2.197645e-05 8.971894e-06 4.774998e+00 9.025000e+01
2.329539e-05 9.510501e-06 4.774998e+00 9.075000e+01
1.258642e-05 7.266849e-06 4.774998e+00 9.125000e+01
2.151932e-05 9.623881e-06 4.774998e+00 9.175000e+01
9.044268e-06 6.395281e-06 4.774998e+00 9.225000e+01
4.659690e-06 4.659689e-06 4.774998e+00 9.275000e+01
1.854479e-05 9.272505e-06 4.774998e+00 9.325000e+01
1.846992e-05 9.235025e-06 4.774998e+00 9.375000e+01
2.741229e-05 1.119109e-05 4.774998e+00 9.425000e+01
8.959911e-06 6.335618e-06 4.774998e+00 9.475000e+01
4.559244e-06 4.559244e-06 4.774998e+00 9.525000e+01
1.772089e-05 8.860555e-06 4.774998e+00 9.575000e+01
2.237999e-05 1.000872e-05 4.774998e+00 9.625000e+01
1.316618e-05 7.601536e-06 4.774998e+00 9.675000e+01
8.666427e-06 6.128152e-06 4.774998e+00 9.725000e+01
2.175979e-05 9.731299e-06 4.774998e+00 9.775000e+01
1.279644e-05 7.388033e-06 4.774998e+00 9.825000e+01
4.163028e-06 4.163028e-06 4.774998e+00 9.875000e+01
0.000000e+00 0.000000e+00 4.774998e+00 9.925000e+01
8.269879e-06 5.847691e-06 4.774998e+00 9.975000e+01
7.217635e-05 1.701273e-05 4.824998e+00 5.025000e+01
7.090164e-05 1.671261e-05 4.824998e+00 5.075000e+01
5.041915e-05 1.398424e-05 4.824998e+00 5.125000e+01
4.155330e-05 1.252928e-05 4.824998e+00 5.175000e+01
4.407210e-05 1.272289e-05 4.824998e+00 5.225000e+01
5.002035e-05 1.336891e-05 4.824998e+00 5.275000e+01
5.567546e-05 1.391932e-05 4.824998e+00 5.325000e+01
7.033798e-05 1.534954e-05 4.824998e+00 5.375000e+01
3.947142e-05 1.139477e-05 4.824998e+00 5.425000e+01
5.766564e-05 1.359237e-05 4.824998e+00 5.475000e+01
3.123590e-05 9.877912e-06 4.824998e+00 5.525000e+01
4.896998e-05 1.224311e-05 4.824998e+00 5.575000e+01
5.994069e-05 1.340373e-05 4.824998e+00 5.625000e+01
5.008500e-05 1.214783e-05 4.824998e+00 5.675000e+01
4.928149e-05 1.195319e-05 4.824998e+00 5.725000e+01
5.442990e-05 1.248750e-05 4.824998e+00 5.775000e+01
7.101314e-05 1.420323e-05 4.824998e+00 5.825000e+01
5.953396e-05 1.299206e-05 4.824998e+00 5.875000e+01
3.696784e-05 1.025329e-05 4.824998e+00 5.925000e+01
6.522616e-05 1.360114e-05 4.824998e+00 5.975000e+01
5.956302e-05 1.299822e-05 4.824998e+00 6.025000e+01
6.543699e-05 1.364507e-05 4.824998e+00 6.075000e+01
7.693174e-05 1.480610e-05 4.824998e+00 6.125000e+01
8.597814e-05 1.569791e-05 4.824998e+00 6.175000e+01
7.174319e-05 1.434913e-05 4.824998e+00 6.225000e+01
7.272225e-05 1.454485e-05 4.824998e+00 6.275000e+01
6.724735e-05 1.402255e-05 4.824998e+00 6.325000e+01
3.210300e-05 9.679837e-06 4.824998e+00 6.375000e+01
4.668984e-05 1.167275e-05 4.824998e+00 6.425000e+01
1.764930e-05 7.205314e-06 4.824998e+00 6.475000e+01
